,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21
2006-06-21 08:00:00,15.529,179.993,194.212,435.0,6.861,186.853,194.212,3.061,82.719,29.615,110.094,131.029,18.781,19.143,59.141,28.028,33.94,201.77,72.388,89.372,2091.741
2006-06-21 09:00:00,17.519,190.563,205.617,439.0,7.406,197.968,205.617,3.452,71.694,32.041,118.989,146.804,19.524,21.822,64.296,30.997,37.017,221.282,79.897,93.547,2205.052
2006-06-21 10:00:00,19.293,203.442,219.515,468.0,8.215,211.658,219.515,3.777,66.045,34.435,129.512,162.699,20.545,25.031,71.386,34.86,40.133,246.886,88.683,99.862,2373.4920000000006
2006-06-21 11:00:00,21.313,214.412,231.352,475.0,9.174,223.587,231.352,4.067,66.864,36.166,138.156,178.86,21.686,28.176,78.064,38.493,42.86,274.285,98.5,106.075,2518.442
2006-06-21 12:00:00,23.322,221.459,238.954,461.0,9.993,231.452,238.954,4.458,65.898,37.235,144.924,191.486,22.96,30.966,82.104,41.492,45.619,292.482,106.028,110.426,2601.2119999999995
2006-06-21 13:00:00,25.785,228.983,247.073,453.0,10.748,239.731,247.073,4.614,44.121,38.252,152.611,201.918,23.782,32.466,87.51,43.768,47.752,307.178,112.929,113.615,2662.909
2006-06-21 14:00:00,27.804,233.556,252.008,469.0,11.268,244.824,252.008,4.69,24.129,39.307,157.303,209.501,21.224,31.085,83.693,42.677,47.632,298.019,107.854,108.308,2665.89
2006-06-21 15:00:00,29.193,239.0,257.881,471.0,11.924,250.924,257.881,4.615,23.793,40.043,162.344,217.651,20.491,32.04,85.844,43.679,48.241,302.406,110.308,108.765,2718.023
2006-06-21 16:00:00,30.194,243.634,262.881,495.0,12.287,255.92,262.881,4.676,20.979,41.05,154.147,225.612,21.324,32.355,86.815,45.032,48.964,301.557,114.326,109.483,2769.117
2006-06-21 17:00:00,31.204,243.911,263.18,529.0,14.002,257.913,263.18,5.049,23.394,41.194,162.16,227.695,21.802,33.64,86.281,46.39,48.999,334.089,116.884,117.634,2867.601
2006-06-21 18:00:00,31.212,239.335,258.242,544.0,13.78,253.114,258.242,5.134,56.196,40.926,167.049,225.293,26.627,38.601,99.145,50.355,51.098,348.202,128.428,125.716,2960.695
2006-06-21 19:00:00,30.341,232.847,251.243,545.0,13.328,246.175,251.243,4.973,76.461,39.185,159.715,212.725,25.179,36.18,94.131,46.571,48.918,332.683,122.547,119.668,2889.1130000000003
2006-06-21 20:00:00,28.416,224.557,242.298,563.0,12.676,237.233,242.298,4.639,77.259,37.199,148.974,197.233,24.045,33.898,89.949,43.216,47.355,315.408,116.739,116.302,2802.694
2006-06-21 21:00:00,26.96,217.703,234.901,585.0,12.115,229.817,234.901,4.42,94.605,35.99,143.738,189.34,23.874,32.5,88.011,40.978,45.841,301.171,112.742,114.73,2769.337
2006-06-21 22:00:00,23.186,197.326,212.916,503.0,10.527,207.854,212.916,3.708,94.878,32.367,127.773,166.182,21.624,27.774,78.301,34.918,41.562,261.576,97.646,101.986,2458.02
2006-06-21 23:00:00,19.109,176.144,190.06,418.0,8.382,184.526,190.06,3.106,95.046,27.761,108.783,136.68,18.146,22.922,66.659,29.466,36.839,216.988,80.332,87.502,2116.511
2006-06-22 00:00:00,16.469,160.881,173.59,346.0,6.766,167.647,173.59,2.722,95.298,24.733,93.984,114.075,15.347,19.285,57.533,25.307,33.138,183.438,68.133,77.981,1855.917
2006-06-22 01:00:00,14.938,151.548,163.521,321.0,5.949,157.497,163.521,2.495,95.676,23.206,85.78,101.522,14.05,16.999,52.577,22.851,30.52,163.311,62.287,72.269,1721.517
2006-06-22 02:00:00,13.714,145.608,157.111,311.0,5.44,151.048,157.111,2.39,95.697,22.522,81.307,94.137,13.306,15.729,50.244,21.255,28.729,151.633,58.585,67.729,1644.2950000000003
2006-06-22 03:00:00,13.049,143.438,154.769,309.0,5.223,148.66,154.769,2.342,82.971,22.11,78.66,90.233,12.9,14.962,47.787,20.215,27.782,144.584,55.732,65.906,1595.092
2006-06-22 04:00:00,12.943,144.734,156.169,307.0,5.272,150.006,156.169,2.426,81.942,22.451,78.889,89.656,13.092,14.945,47.946,19.841,27.485,145.712,55.383,67.311,1599.3719999999996
2006-06-22 05:00:00,13.929,151.269,163.22,326.0,5.569,156.838,163.22,2.796,81.963,24.233,83.111,95.593,14.653,15.952,50.482,20.981,29.758,157.545,61.682,72.991,1691.785
2006-06-22 06:00:00,15.601,161.34,174.086,391.0,6.226,167.566,174.086,3.004,81.984,25.476,94.928,110.599,17.105,17.482,55.173,23.618,32.253,179.257,70.985,82.382,1884.151
2006-06-22 07:00:00,16.835,175.214,189.057,453.0,6.858,182.072,189.057,3.061,82.803,28.39,108.684,126.466,18.813,19.126,60.161,27.482,34.273,199.518,76.749,89.778,2087.397
2006-06-22 08:00:00,18.522,180.048,194.273,491.0,7.243,187.292,194.273,3.205,82.635,31.108,119.586,143.008,19.608,20.616,64.713,30.605,35.657,216.83,81.626,94.005,2215.853
2006-06-22 09:00:00,20.742,184.554,199.134,490.0,8.083,192.637,199.134,3.224,83.37,32.868,130.42,163.405,20.889,23.214,70.534,34.928,38.381,239.784,90.052,99.48,2324.833
2006-06-22 10:00:00,23.723,192.856,208.091,521.0,8.911,201.767,208.091,3.514,83.559,35.612,140.183,180.407,22.765,26.234,79.233,38.556,42.376,267.024,102.112,104.959,2490.973
2006-06-22 11:00:00,26.827,201.711,217.647,518.0,9.782,211.494,217.647,3.896,84.147,37.473,147.532,189.297,24.796,29.701,88.397,42.083,45.905,294.704,113.999,110.581,2615.6190000000006
2006-06-22 12:00:00,29.07,211.273,227.965,522.0,11.132,222.406,227.965,4.338,49.644,38.933,154.125,200.968,26.27,32.834,95.11,45.16,49.401,319.218,122.892,117.809,2708.513
2006-06-22 13:00:00,31.081,225.483,243.296,517.0,12.131,237.613,243.296,4.77,25.116,39.901,161.371,212.225,27.51,35.0,100.735,48.192,51.717,344.741,131.103,125.15,2817.4310000000005
2006-06-22 14:00:00,32.772,239.406,258.32,537.0,12.882,252.288,258.32,5.225,24.066,41.439,166.161,225.926,24.789,32.395,92.419,46.972,50.686,333.829,121.397,120.737,2877.0290000000005
2006-06-22 15:00:00,34.159,252.775,272.745,550.0,13.707,266.482,272.745,5.456,21.126,42.965,162.608,231.421,25.954,33.35,95.022,49.036,51.776,342.634,126.997,125.076,2976.034
2006-06-22 16:00:00,35.186,259.825,280.351,582.0,14.507,274.332,280.351,5.836,21.357,43.997,157.783,242.311,26.453,34.965,94.965,50.594,52.736,355.609,130.912,126.181,3070.251
2006-06-22 17:00:00,35.847,264.627,285.533,626.0,15.194,279.821,285.533,5.971,21.273,44.323,163.642,253.033,26.853,36.146,96.187,52.302,53.047,358.961,133.065,129.896,3167.254
2006-06-22 18:00:00,35.825,260.115,280.665,633.0,16.068,276.183,280.665,5.99,21.021,43.855,173.7,260.221,30.247,40.081,109.117,56.623,54.914,401.034,145.648,140.157,3265.129000000001
2006-06-22 19:00:00,34.751,254.74,274.866,661.0,15.593,270.333,274.866,5.703,48.867,42.98,177.009,247.114,30.455,39.767,102.995,53.82,53.451,388.313,141.129,140.458,3258.21
2006-06-22 20:00:00,33.092,246.111,265.555,649.0,14.726,260.838,265.555,5.395,81.081,41.737,170.296,233.892,28.805,37.451,99.827,51.533,51.927,371.018,136.765,134.352,3178.956
2006-06-22 21:00:00,31.928,238.423,257.258,666.0,14.025,252.448,257.258,5.152,81.9,40.314,165.082,226.524,28.516,35.904,98.56,49.432,51.028,356.972,133.024,132.244,3121.992
2006-06-22 22:00:00,28.445,218.855,236.146,562.0,12.153,231.008,236.146,4.56,80.997,36.498,149.291,202.52,25.677,31.652,88.542,43.361,46.862,317.118,119.016,119.397,2790.244
2006-06-22 23:00:00,24.194,192.724,207.95,472.0,10.186,202.91,207.95,3.759,82.404,32.46,130.104,172.074,21.618,26.453,77.283,37.342,41.863,274.251,99.569,103.9,2420.994
2006-06-23 00:00:00,21.277,175.77,189.657,405.0,8.647,184.417,189.657,3.214,94.878,29.42,114.405,147.566,18.586,22.789,68.702,32.715,37.679,240.424,85.29,92.513,2162.606
2006-06-23 01:00:00,19.137,164.294,177.273,382.0,7.459,171.753,177.273,2.939,95.256,27.774,105.871,133.95,16.933,20.585,63.108,29.875,34.587,215.561,76.048,85.199,2006.875
2006-06-23 02:00:00,17.315,157.176,169.593,361.0,6.725,163.901,169.593,2.72,95.172,27.041,100.206,125.127,15.739,19.231,59.1,27.868,32.527,197.065,70.31,79.185,1896.594
2006-06-23 03:00:00,16.226,151.887,163.886,339.0,6.259,158.146,163.886,2.56,78.372,25.955,95.092,118.065,14.961,18.192,56.22,25.662,31.191,181.904,67.175,74.929,1789.568
2006-06-23 04:00:00,16.173,150.601,162.499,335.0,6.182,156.783,162.499,2.619,7.119,25.645,90.832,110.744,14.708,17.869,55.522,25.066,31.009,175.827,65.812,74.817,1687.3259999999998
2006-06-23 05:00:00,16.614,155.304,167.573,361.0,6.484,161.788,167.573,2.861,15.036,27.11,91.236,111.511,15.794,18.919,57.602,25.229,33.413,182.494,70.237,79.183,1766.961
2006-06-23 06:00:00,17.67,164.026,176.984,405.0,7.078,171.104,176.984,3.026,21.126,27.9,99.808,119.194,18.144,19.915,61.494,26.583,35.51,196.581,77.641,85.774,1911.542
2006-06-23 07:00:00,18.91,177.526,191.55,467.0,7.64,185.166,191.55,3.273,28.224,29.916,109.489,127.452,19.993,21.636,65.115,29.358,36.682,213.081,82.721,93.432,2099.714
2006-06-23 08:00:00,19.077,187.99,202.841,492.0,8.127,196.117,202.841,3.514,46.41,31.523,117.066,139.315,20.333,23.139,68.916,32.61,38.5,231.207,86.152,96.272,2243.9500000000003
2006-06-23 09:00:00,18.874,202.353,218.34,477.0,8.661,211.014,218.34,3.711,76.944,33.804,126.812,157.107,20.884,25.289,74.243,35.603,40.968,249.02,91.53,95.499,2385.996
2006-06-23 10:00:00,20.033,205.412,221.639,500.0,8.606,214.017,221.639,3.663,81.438,36.603,136.724,170.138,22.013,28.496,79.665,38.933,43.416,266.043,97.884,97.07,2493.432
2006-06-23 11:00:00,21.482,204.635,220.802,490.0,9.113,213.748,220.802,3.704,82.341,39.375,142.948,178.095,22.271,31.217,84.498,40.954,44.052,263.494,103.207,98.486,2515.224
2006-06-23 12:00:00,22.646,208.512,224.985,509.0,9.563,218.075,224.985,3.825,81.795,40.973,144.478,185.357,22.465,33.828,85.736,40.187,47.685,256.162,110.606,98.585,2569.4479999999994
2006-06-23 13:00:00,24.319,207.305,223.683,518.0,9.976,217.281,223.683,4.102,83.79,41.763,141.384,186.505,23.098,35.65,85.634,36.268,50.15,261.906,116.949,101.506,2592.952
2006-06-23 14:00:00,25.8,216.135,233.211,532.0,10.842,226.978,233.211,4.207,82.971,37.197,132.163,179.573,24.238,36.648,84.776,35.339,49.488,280.886,119.733,109.243,2654.639
2006-06-23 15:00:00,28.243,223.96,241.654,545.0,11.72,235.68,241.654,4.412,77.385,33.35,126.638,166.509,21.574,32.445,71.496,32.51,41.701,273.441,107.005,106.428,2622.805
2006-06-23 16:00:00,30.401,229.693,247.839,553.0,12.761,242.454,247.839,4.77,68.943,32.996,124.454,160.895,23.216,30.408,70.627,34.376,40.039,285.074,106.913,112.649,2659.347
2006-06-23 17:00:00,30.695,233.262,251.69,604.0,13.331,246.593,251.69,4.847,69.846,32.576,126.679,161.162,25.043,28.665,71.61,36.175,40.159,301.112,110.612,117.194,2756.941
2006-06-23 18:00:00,29.892,227.899,245.904,630.0,13.131,241.03,245.904,4.939,76.167,31.821,128.044,161.825,27.491,28.311,77.091,38.571,40.379,315.036,116.424,120.059,2799.9180000000006
2006-06-23 19:00:00,27.683,220.093,237.48,627.0,12.373,232.466,237.48,4.688,78.75,31.286,125.485,157.253,26.213,26.534,73.332,36.904,38.581,298.003,107.115,110.893,2709.612
2006-06-23 20:00:00,26.641,212.963,229.787,626.0,11.983,224.945,229.787,4.463,79.128,30.901,122.717,153.867,25.195,25.576,71.061,35.793,37.992,286.957,102.626,102.472,2640.8540000000007
2006-06-23 21:00:00,25.131,203.094,219.139,610.0,10.995,214.089,219.139,4.326,80.43,31.101,122.871,155.314,24.252,24.954,70.68,35.723,36.712,273.039,99.374,100.33,2560.6929999999998
2006-06-23 22:00:00,21.275,189.268,204.221,541.0,9.995,199.263,204.221,3.94,79.338,29.317,114.992,144.671,21.941,22.972,65.987,32.863,34.898,243.49,89.893,92.766,2346.311
2006-06-23 23:00:00,18.632,169.58,182.977,480.0,8.445,178.025,182.977,3.356,80.409,26.259,103.234,127.412,19.117,20.231,59.499,28.135,32.092,212.362,77.806,81.987,2092.5350000000003
2006-06-24 00:00:00,16.535,155.466,167.749,414.0,7.13,162.596,167.749,3.021,69.51,24.304,92.65,111.174,16.854,17.831,53.376,24.845,29.546,184.0,66.951,73.838,1859.125
2006-06-24 01:00:00,14.945,147.232,158.864,374.0,6.313,153.545,158.864,2.692,66.234,22.7,86.359,101.003,15.375,16.13,49.134,22.872,27.948,166.483,59.942,68.743,1719.378
2006-06-24 02:00:00,13.851,140.564,151.668,347.0,5.816,146.38,151.668,2.589,66.255,21.663,82.594,94.868,14.507,15.007,47.091,21.628,26.647,154.593,55.646,64.709,1624.744
2006-06-24 03:00:00,13.115,135.639,146.355,340.0,5.489,141.128,146.355,2.525,66.402,21.393,80.803,92.049,14.031,14.379,45.353,20.812,26.06,147.135,53.294,62.92,1575.237
2006-06-24 04:00:00,12.938,133.921,144.5,349.0,5.272,139.192,144.5,2.517,66.948,21.219,80.25,91.683,13.935,14.039,45.036,20.632,25.996,144.032,52.012,63.026,1570.648
2006-06-24 05:00:00,12.968,135.035,145.703,352.0,5.396,140.431,145.703,2.668,66.948,21.027,81.734,93.883,14.534,14.099,45.265,21.075,26.271,146.765,53.505,65.317,1590.3270000000002
2006-06-24 06:00:00,13.955,138.201,149.119,390.0,5.816,144.017,149.119,2.812,66.738,21.253,85.537,99.274,15.541,14.741,46.699,22.095,26.686,153.171,56.157,68.298,1669.2289999999998
2006-06-24 07:00:00,15.689,147.124,158.747,468.0,6.71,153.833,158.747,3.074,66.255,23.023,94.187,112.263,16.964,17.416,51.961,25.097,27.399,170.555,63.088,75.111,1855.243
2006-06-24 08:00:00,17.894,157.865,170.336,540.0,7.653,165.518,170.336,3.43,66.234,25.566,105.937,129.716,19.091,19.853,57.676,28.983,29.532,193.829,72.357,82.921,2064.727
2006-06-24 09:00:00,19.778,172.482,186.109,557.0,9.003,181.485,186.109,3.78,66.003,27.292,116.883,147.015,20.879,22.129,64.242,31.846,32.613,215.053,81.176,90.227,2231.104
2006-06-24 10:00:00,20.891,181.459,195.794,547.0,10.312,191.77,195.794,3.978,65.877,28.487,126.181,165.007,22.038,24.74,69.66,34.156,35.76,237.584,90.121,94.643,2341.252
2006-06-24 11:00:00,22.36,191.822,206.976,544.0,10.971,202.793,206.976,4.106,67.326,30.366,133.698,179.208,22.997,28.152,74.343,36.254,38.989,257.422,97.996,98.234,2454.989
2006-06-24 12:00:00,23.935,196.231,211.734,558.0,11.323,207.554,211.734,4.208,81.9,30.847,135.187,186.684,23.331,30.866,78.381,39.343,41.384,275.145,104.234,101.451,2553.472
2006-06-24 13:00:00,25.566,201.388,217.298,537.0,11.905,213.293,217.298,4.47,59.745,30.925,134.917,184.204,23.723,32.826,82.237,42.04,42.449,285.958,107.684,103.16,2558.086
2006-06-24 14:00:00,27.282,204.881,221.066,542.0,12.272,217.153,221.066,4.459,24.297,31.091,137.473,182.481,24.182,33.307,86.406,43.168,42.765,291.353,111.441,105.391,2563.534
2006-06-24 15:00:00,28.703,205.39,221.616,535.0,12.43,217.82,221.616,4.381,24.213,31.036,143.283,192.606,24.138,32.166,90.662,42.827,43.96,296.319,115.866,106.796,2590.828
2006-06-24 16:00:00,29.204,203.298,219.358,537.0,12.83,216.127,219.358,4.453,24.129,31.513,148.633,201.989,23.95,30.869,93.563,43.084,45.014,300.389,120.796,105.966,2611.523
2006-06-24 17:00:00,28.971,199.715,215.493,579.0,12.792,212.507,215.493,4.33,45.129,32.249,147.374,202.808,24.539,29.662,93.937,43.422,44.365,296.06,123.277,101.998,2653.121
2006-06-24 18:00:00,27.437,193.32,208.593,562.0,12.258,205.578,208.593,4.242,94.122,31.238,142.452,194.727,24.369,28.364,90.936,41.775,43.057,283.456,120.487,94.727,2611.731
2006-06-24 19:00:00,25.607,187.401,202.206,548.0,11.227,198.628,202.206,4.097,95.991,29.942,135.21,184.013,23.264,27.344,85.807,39.561,41.239,269.766,113.322,92.167,2516.998
2006-06-24 20:00:00,24.483,184.122,198.667,572.0,10.579,194.701,198.667,4.049,96.474,29.025,131.58,178.178,23.266,26.861,81.18,38.825,40.145,261.089,107.866,89.935,2491.692
2006-06-24 21:00:00,24.096,180.737,195.016,569.0,10.115,190.852,195.016,3.915,96.621,29.243,127.899,175.009,22.781,26.452,80.513,37.761,39.702,251.861,105.708,89.928,2452.225
2006-06-24 22:00:00,22.235,169.628,183.028,515.0,8.966,178.594,183.028,3.638,96.726,27.663,118.615,162.189,20.639,24.267,74.502,34.801,37.023,226.528,94.864,83.867,2265.801
2006-06-24 23:00:00,19.753,155.359,167.633,464.0,7.725,163.085,167.633,3.177,83.916,25.448,106.377,141.203,18.182,21.333,65.583,30.565,33.482,198.039,82.007,75.909,2030.409
2006-06-25 00:00:00,17.097,142.777,154.056,401.0,6.687,149.464,154.056,2.863,83.139,23.087,95.569,123.31,16.07,18.63,58.411,26.726,30.083,174.255,70.579,68.23,1816.089
2006-06-25 01:00:00,15.327,135.642,146.358,370.0,5.92,141.562,146.358,2.61,88.179,21.772,87.454,110.403,14.625,16.75,53.795,24.277,27.782,158.293,62.867,63.047,1693.021
2006-06-25 02:00:00,14.203,128.86,139.04,358.0,5.514,134.374,139.04,2.534,96.117,20.821,82.083,102.353,13.902,15.595,50.816,22.844,25.909,147.677,58.402,60.891,1618.975
2006-06-25 03:00:00,13.438,127.514,137.588,348.0,5.221,132.735,137.588,2.432,95.802,20.384,79.376,97.83,13.504,14.678,48.82,21.855,25.195,141.476,55.838,60.142,1579.4159999999997
2006-06-25 04:00:00,13.165,125.347,135.249,337.0,5.012,130.358,135.249,2.451,90.09,18.261,77.573,95.071,13.438,14.199,47.304,21.428,24.994,138.993,54.331,59.71,1539.223
2006-06-25 05:00:00,13.268,125.383,135.288,347.0,5.046,130.429,135.288,2.612,80.073,17.411,77.305,93.214,13.846,14.15,47.974,21.419,25.047,139.837,55.187,61.844,1541.621
2006-06-25 06:00:00,13.955,128.95,139.138,373.0,5.364,134.315,139.138,2.742,80.073,19.024,77.23,94.824,14.667,14.669,48.746,22.108,25.544,145.426,57.261,64.511,1600.685
2006-06-25 07:00:00,15.83,137.564,148.431,442.0,6.188,143.752,148.431,2.957,81.333,21.543,81.209,101.23,16.505,18.204,54.053,25.849,28.88,165.064,65.949,71.219,1776.1910000000005
2006-06-25 08:00:00,18.329,149.586,161.403,540.0,7.491,157.076,161.403,3.497,83.412,25.057,89.733,114.91,19.272,22.97,62.699,31.314,33.309,195.811,80.537,80.543,2038.352
2006-06-25 09:00:00,20.175,158.346,170.855,580.0,8.598,166.944,170.855,3.799,83.139,28.082,102.831,130.035,21.005,26.147,71.229,36.062,36.84,222.034,92.719,86.972,2216.667
2006-06-25 10:00:00,20.78,163.429,176.341,544.0,9.05,172.479,176.341,3.833,82.95,30.811,112.288,141.446,21.909,28.021,76.396,39.151,39.253,240.955,100.779,90.347,2270.559
2006-06-25 11:00:00,21.474,172.679,186.32,557.0,9.105,181.784,186.32,3.972,81.753,31.317,118.679,148.663,22.179,30.01,80.796,41.458,40.969,256.103,106.027,94.448,2371.056
2006-06-25 12:00:00,23.589,181.946,196.321,556.0,9.689,191.636,196.321,4.067,67.767,32.415,123.712,155.016,23.335,32.367,84.398,43.38,42.716,271.039,113.284,100.221,2449.219
2006-06-25 13:00:00,25.896,186.597,201.338,527.0,10.334,196.93,201.338,3.893,48.699,32.768,127.577,161.745,24.406,34.245,88.342,44.179,44.428,281.346,119.542,104.845,2465.4479999999994
2006-06-25 14:00:00,27.856,187.105,201.886,549.0,10.797,197.901,201.886,3.734,24.129,33.017,130.759,169.801,24.927,35.563,86.943,44.343,45.686,288.104,122.808,106.672,2492.917
2006-06-25 15:00:00,28.844,180.681,194.956,523.0,11.121,191.802,194.956,3.641,23.898,33.052,135.145,180.276,24.578,35.993,80.858,44.858,46.714,297.015,121.872,107.283,2460.543
2006-06-25 16:00:00,27.076,177.984,192.045,534.0,11.587,189.571,192.045,3.681,23.877,33.532,140.112,191.912,24.873,35.384,74.516,46.393,45.976,311.232,117.609,106.729,2480.134
2006-06-25 17:00:00,25.946,173.629,187.347,537.0,11.601,185.231,187.347,3.75,24.024,33.534,141.958,199.337,23.931,34.278,70.893,46.437,44.504,313.029,113.984,104.628,2462.388
2006-06-25 18:00:00,24.685,171.219,184.745,534.0,11.212,182.431,184.745,3.793,59.346,33.259,138.164,198.249,23.166,32.661,68.506,43.965,41.872,304.435,108.549,99.394,2448.396
2006-06-25 19:00:00,23.6,169.193,182.56,566.0,10.425,179.618,182.56,3.901,81.858,31.61,132.954,185.411,22.66,30.906,67.096,41.049,41.033,292.139,103.881,96.496,2444.9500000000003
2006-06-25 20:00:00,23.163,170.543,184.016,574.0,10.171,180.714,184.016,3.97,79.884,30.536,128.449,175.253,22.24,30.368,67.489,40.003,40.795,281.74,101.476,94.744,2423.57
2006-06-25 21:00:00,22.414,167.408,180.633,569.0,9.727,177.135,180.633,3.79,86.037,30.528,126.341,172.194,21.753,29.643,68.229,38.376,39.374,270.042,99.011,93.324,2385.592
2006-06-25 22:00:00,20.235,158.292,170.798,479.0,8.592,166.884,170.798,3.427,83.517,28.434,114.577,154.706,19.593,26.145,63.072,33.619,36.209,238.394,86.968,84.784,2148.044
2006-06-25 23:00:00,17.878,142.589,153.854,438.0,7.062,149.651,153.854,2.886,84.189,25.646,99.643,133.138,16.766,22.336,56.167,29.074,32.142,202.601,73.109,74.862,1915.447
2006-06-26 00:00:00,15.725,133.318,143.85,371.0,5.963,139.281,143.85,2.561,83.811,23.401,87.572,114.93,14.718,19.277,50.77,25.579,29.912,176.324,64.06,67.969,1713.871
2006-06-26 01:00:00,14.546,129.368,139.588,347.0,5.399,134.767,139.588,2.381,83.937,22.264,80.993,103.415,13.809,17.547,48.098,23.536,28.892,161.514,58.185,65.184,1620.0109999999995
2006-06-26 02:00:00,13.914,125.465,135.378,315.0,5.157,130.622,135.378,2.349,84.483,21.764,77.228,97.459,13.394,16.51,46.404,22.492,27.885,154.231,55.325,63.103,1543.5410000000002
2006-06-26 03:00:00,13.356,125.778,135.715,287.0,5.108,130.886,135.715,2.285,83.706,21.747,75.971,94.881,13.185,15.842,45.191,22.266,27.148,152.133,53.776,62.51,1504.199
2006-06-26 04:00:00,13.514,128.999,139.19,292.0,5.379,134.378,139.19,2.382,83.727,23.009,77.656,95.411,13.531,16.078,46.377,22.437,27.475,155.323,54.487,64.693,1535.236
2006-06-26 05:00:00,14.684,137.64,148.514,321.0,5.862,143.502,148.514,2.709,84.084,25.276,83.571,102.724,15.002,17.416,49.325,23.581,29.14,170.194,61.369,71.911,1656.018
2006-06-26 06:00:00,16.21,150.839,162.755,379.0,6.503,157.342,162.755,2.862,84.168,26.321,94.816,116.317,17.505,18.884,54.85,25.614,32.092,190.343,70.036,80.844,1850.0560000000005
2006-06-26 07:00:00,17.053,165.074,178.116,410.0,6.991,172.066,178.116,3.031,84.798,28.733,106.232,125.864,18.73,20.017,58.581,27.93,33.788,206.213,73.819,88.658,2003.81
2006-06-26 08:00:00,17.99,175.807,189.696,425.0,7.278,183.085,189.696,3.251,85.092,29.694,110.698,131.313,19.024,20.687,61.637,29.747,34.868,217.177,74.397,93.233,2099.37
2006-06-26 09:00:00,19.542,188.221,203.091,425.0,7.872,196.093,203.091,3.418,84.483,30.325,116.608,139.531,19.73,21.969,66.597,31.154,36.385,224.904,77.984,97.128,2193.126
2006-06-26 10:00:00,21.251,199.98,215.779,439.0,8.485,208.465,215.779,3.535,85.008,32.39,122.976,148.813,20.487,23.724,71.607,33.559,38.534,241.592,85.586,102.213,2318.7630000000004
2006-06-26 11:00:00,23.174,210.273,226.885,444.0,9.237,219.51,226.885,3.672,84.273,34.394,127.639,156.84,21.402,24.167,73.747,35.203,39.173,260.875,90.426,107.288,2419.063
2006-06-26 12:00:00,25.059,218.889,236.182,453.0,9.88,228.769,236.182,3.966,83.874,36.069,132.723,167.754,22.499,24.127,73.618,35.452,37.935,267.082,91.459,111.592,2496.111
2006-06-26 13:00:00,26.659,227.831,245.83,468.0,9.845,237.676,245.83,4.285,71.652,36.771,138.359,174.655,23.559,25.201,74.608,33.744,38.13,263.692,90.578,116.936,2553.8410000000003
2006-06-26 14:00:00,25.783,229.963,248.131,515.0,9.711,239.675,248.131,4.572,66.15,36.91,139.809,177.17,20.72,22.254,61.262,28.385,37.498,233.08,77.264,108.051,2529.519
2006-06-26 15:00:00,25.129,224.98,242.753,491.0,9.337,234.316,242.753,4.83,61.719,36.244,140.848,181.883,20.813,22.518,59.486,29.92,37.987,230.193,76.108,105.103,2477.9200000000005
2006-06-26 16:00:00,25.261,218.924,236.22,526.0,9.527,228.451,236.22,5.017,65.646,36.575,140.748,185.824,20.701,23.772,58.606,31.688,38.109,230.671,77.111,102.197,2497.268
2006-06-26 17:00:00,25.143,211.462,228.167,604.0,9.897,221.359,228.167,4.729,77.931,36.392,142.022,188.492,20.702,24.709,59.742,32.547,38.234,233.515,81.188,103.044,2571.442
2006-06-26 18:00:00,25.037,207.962,224.392,678.0,10.34,218.302,224.392,4.577,83.538,35.643,143.999,188.413,24.043,28.426,69.826,36.002,40.156,260.954,97.303,111.462,2712.767
2006-06-26 19:00:00,24.435,204.221,220.354,627.0,10.597,214.817,220.354,4.43,77.868,35.233,140.468,182.155,23.455,27.389,68.578,35.19,39.235,261.346,95.472,108.931,2621.528
2006-06-26 20:00:00,23.342,200.275,216.098,585.0,10.516,210.792,216.098,4.22,80.388,34.505,137.518,178.291,22.901,26.43,67.929,34.378,38.191,259.858,92.018,106.362,2545.11
2006-06-26 21:00:00,22.38,196.196,211.695,585.0,9.913,206.109,211.695,4.054,83.454,33.925,134.777,177.541,22.186,25.089,68.224,33.099,37.826,251.934,90.778,104.236,2510.111
2006-06-26 22:00:00,19.77,181.454,195.789,497.0,8.766,190.22,195.789,3.604,83.244,31.517,124.779,163.634,19.837,22.241,62.602,29.693,35.072,225.951,80.764,94.752,2266.478
2006-06-26 23:00:00,17.19,163.309,176.211,440.0,7.272,170.581,176.211,3.107,83.349,28.206,110.357,141.619,16.981,19.021,55.872,25.488,31.461,194.839,67.953,82.895,2011.922
2006-06-27 00:00:00,15.197,151.702,163.686,389.0,6.276,157.978,163.686,2.75,83.433,25.796,99.061,123.548,14.991,16.592,50.988,23.14,29.246,170.289,59.238,75.446,1822.043
2006-06-27 01:00:00,13.119,145.547,157.046,366.0,5.698,151.246,157.046,2.531,83.097,24.051,93.075,113.97,14.011,15.35,47.706,21.516,27.591,155.808,55.189,72.003,1721.6
2006-06-27 02:00:00,13.049,140.744,151.864,364.0,5.456,146.2,151.864,2.458,82.929,23.522,88.927,107.842,13.516,14.696,45.996,20.8,26.646,148.626,53.29,69.043,1671.4679999999998
2006-06-27 03:00:00,12.864,140.379,151.469,345.0,5.372,145.751,151.469,2.411,91.497,23.163,87.029,104.55,13.347,14.266,45.432,20.42,26.356,147.136,52.199,68.097,1648.207
